id,label
1143,4
1144,4
1145,4
1146,4
1147,4
1148,3
1149,0
1150,5
1151,4
1152,4
1153,5
1154,3
1155,3
1156,5
1157,2
1158,3
1159,5
1160,2
1161,2
1162,2
1163,4
1164,4
1165,2
1166,4
1167,5
1168,4
1169,6
1170,4
1171,4
1172,4
1173,4
1174,4
1175,0
1176,2
1177,3
1178,3
1179,3
1180,4
1181,4
1182,2
1183,6
1184,2
1185,3
1186,5
1187,4
1188,3
1189,5
1190,2
1191,4
1192,4
1193,6
1194,4
1195,4
1196,5
1197,4
1198,4
1199,4
1200,3
1201,6
1202,4
1203,4
1204,5
1205,6
1206,4
1207,2
1208,2
1209,4
1210,4
1211,4
1212,0
1213,0
1214,2
1215,4
1216,0
1217,4
1218,4
1219,4
1220,4
1221,4
1222,0
1223,0
1224,4
1225,4
1226,2
1227,3
1228,4
1229,3
1230,4
1231,6
1232,2
1233,4
1234,5
1235,2
1236,4
1237,2
1238,2
1239,2
1240,4
1241,6
1242,5
1243,2
1244,4
1245,4
1246,6
1247,3
1248,6
1249,4
1250,4
1251,2
1252,6
1253,6
1254,6
1255,3
1256,0
1257,0
1258,3
1259,4
1260,2
1261,6
1262,4
1263,2
1264,4
1265,2
1266,5
1267,2
1268,0
1269,4
1270,3
1271,3
1272,3
1273,2
1274,4
1275,4
1276,3
1277,0
1278,3
1279,0
1280,6
1281,0
1282,3
1283,4
1284,5
1285,2
1286,4
1287,6
1288,3
1289,5
1290,1
1291,2
1292,6
1293,3
1294,4
1295,4
1296,4
1297,4
1298,3
1299,4
1300,0
1301,2
1302,4
1303,4
1304,3
1305,5
1306,4
1307,3
1308,3
1309,3
1310,0
1311,6
1312,3
1313,4
1314,5
1315,0
1316,4
1317,0
1318,3
1319,4
1320,4
1321,4
1322,4
1323,0
1324,3
1325,4
1326,6
1327,3
1328,2
1329,4
1330,3
1331,4
1332,2
1333,0
1334,3
1335,3
1336,5
1337,5
1338,3
1339,4
1340,4
1341,2
1342,0
1343,6
1344,2
1345,4
1346,2
1347,3
1348,4
1349,2
1350,4
1351,6
1352,0
1353,4
1354,3
1355,4
1356,6
1357,4
1358,5
1359,2
1360,5
1361,4
1362,3
1363,4
1364,0
1365,5
1366,2
1367,0
1368,4
1369,3
1370,3
1371,4
1372,4
1373,3
1374,0
1375,0
1376,3
1377,4
1378,4
1379,2
1380,6
1381,0
1382,4
1383,3
1384,4
1385,2
1386,4
1387,2
1388,2
1389,2
1390,2
1391,4
1392,3
1393,0
1394,2
1395,2
1396,4
1397,3
1398,4
1399,5
1400,4
1401,3
1402,4
1403,2
1404,2
1405,4
1406,4
1407,3
1408,6
1409,3
1410,6
1411,6
1412,2
1413,5
1414,3
1415,6
1416,3
1417,3
1418,3
1419,3
1420,4
1421,0
1422,2
1423,4
1424,3
1425,4
1426,4
1427,2
1428,0
1429,5
1430,4
1431,6
1432,6
1433,4
1434,4
1435,4
1436,6
1437,4
1438,2
1439,4
1440,0
1441,4
1442,4
1443,6
1444,0
1445,4
1446,4
1447,4
1448,3
1449,5
1450,4
1451,3
1452,0
1453,3
1454,2
1455,4
1456,0
1457,3
1458,5
1459,3
1460,4
1461,3
1462,5
1463,3
1464,4
1465,4
1466,5
1467,4
1468,6
1469,0
1470,3
1471,3
1472,4
1473,4
1474,3
1475,3
1476,3
1477,4
1478,3
1479,6
1480,3
1481,4
1482,2
1483,6
1484,3
1485,6
1486,6
1487,3
1488,3
1489,4
1490,5
1491,3
1492,6
1493,4
1494,6
1495,0
1496,6
1497,4
1498,6
1499,0
1500,2
1501,0
1502,4
1503,4
1504,3
1505,4
1506,6
1507,3
1508,6
1509,5
1510,4
1511,6
1512,4
1513,4
1514,0
1515,6
1516,4
1517,0
1518,6
1519,2
1520,2
1521,3
1522,4
1523,3
1524,2
1525,0
1526,4
1527,4
1528,4
1529,4
1530,4
1531,2
1532,4
1533,4
1534,2
1535,3
1536,4
1537,4
1538,3
1539,2
1540,1
1541,2
1542,3
1543,5
1544,5
1545,4
1546,4
1547,0
1548,2
1549,4
1550,0
1551,5
1552,4
1553,4
1554,4
1555,2
1556,3
1557,2
1558,3
1559,4
1560,6
1561,4
1562,0
1563,4
1564,4
1565,4
1566,4
1567,4
1568,3
1569,5
1570,0
1571,3
1572,4
1573,0
1574,4
1575,4
1576,4
1577,0
1578,6
1579,4
1580,3
1581,4
1582,4
1583,4
1584,2
1585,3
1586,0
1587,2
1588,6
1589,6
1590,4
1591,2
1592,5
1593,4
1594,4
1595,3
1596,0
1597,3
1598,4
1599,3
1600,4
1601,3
1602,4
1603,3
1604,3
1605,2
1606,4
1607,6
1608,2
1609,4
1610,3
1611,2
1612,6
1613,2
1614,0
1615,6
1616,4
1617,3
1618,0
1619,3
1620,6
1621,4
1622,5
1623,0
1624,4
1625,3
1626,3
1627,5
1628,3
1629,5
1630,4
1631,4
1632,5
1633,4
1634,6
1635,4
1636,4
1637,4
1638,2
1639,2
1640,4
1641,0
1642,6
1643,2
1644,4
1645,3
1646,6
1647,4
1648,4
1649,4
1650,3
1651,3
1652,4
1653,3
1654,3
1655,4
1656,5
1657,3
1658,0
1659,6
1660,3
1661,2
1662,5
1663,4
1664,4
1665,5
1666,1
1667,2
1668,2
1669,5
1670,5
1671,4
1672,2
1673,5
1674,5
1675,4
1676,6
1677,4
1678,4
1679,3
1680,4
1681,6
1682,3
1683,3
1684,6
1685,3
1686,3
1687,4
1688,4
1689,3
1690,4
1691,4
1692,0
1693,6
1694,4
1695,6
1696,4
1697,2
1698,3
1699,4
1700,3
1701,2
1702,6
1703,4
1704,3
1705,6
1706,4
1707,4
1708,3
1709,4
1710,3
1711,6
1712,4
1713,4
1714,2
1715,6
1716,4
1717,6
1718,0
1719,4
1720,6
1721,4
1722,6
1723,0
1724,0
1725,4
1726,4
1727,4
1728,4
1729,0
1730,6
1731,2
1732,3
1733,3
1734,4
1735,5
1736,4
1737,6
1738,5
1739,2
1740,4
1741,2
1742,0
1743,5
1744,4
1745,4
1746,4
1747,5
1748,4
1749,0
1750,3
1751,0
1752,6
1753,3
1754,4
1755,5
1756,6
1757,4
1758,6
1759,1
1760,4
1761,4
1762,4
1763,6
1764,3
1765,4
1766,6
1767,4
1768,1
1769,2
1770,3
1771,4
1772,4
1773,2
1774,0
1775,5
1776,4
1777,4
1778,0
1779,2
1780,6
1781,4
1782,6
1783,2
1784,4
1785,4
1786,4
1787,3
1788,0
1789,3
1790,2
1791,2
1792,4
1793,3
1794,4
1795,6
1796,3
1797,0
1798,5
1799,3
1800,4
1801,3
1802,5
1803,4
1804,4
1805,6
1806,6
1807,4
1808,4
1809,4
1810,4
1811,4
1812,4
1813,2
1814,2
1815,4
1816,4
1817,4
1818,3
1819,5
1820,4
1821,4
1822,4
1823,2
1824,4
1825,3
1826,4
1827,5
1828,4
1829,3
1830,2
1831,6
1832,3
1833,5
1834,3
1835,4
1836,2
1837,4
1838,3
1839,3
1840,4
1841,6
1842,6
1843,4
1844,3
1845,4
1846,3
1847,4
1848,4
1849,4
1850,4
1851,4
1852,4
1853,4
1854,4
1855,2
1856,3
1857,3
1858,2
1859,5
1860,4
1861,6
1862,4
1863,4
1864,0
1865,4
1866,3
1867,4
1868,4
1869,3
1870,3
1871,3
1872,6
1873,4
1874,2
1875,4
1876,4
1877,4
1878,4
1879,3
1880,3
1881,4
1882,2
1883,2
1884,3
1885,4
1886,3
1887,5
1888,2
1889,0
1890,0
1891,0
1892,4
1893,4
1894,4
1895,3
1896,2
1897,4
1898,3
1899,4
1900,4
1901,0
1902,3
1903,3
1904,5
1905,4
1906,2
1907,4
1908,0
1909,4
1910,5
1911,4
1912,3
1913,3
1914,4
1915,0
1916,4
1917,0
1918,0
1919,0
1920,2
1921,5
1922,2
1923,6
1924,6
1925,3
1926,2
1927,6
1928,3
1929,6
1930,4
1931,3
1932,3
1933,2
1934,2
1935,3
1936,1
1937,3
1938,5
1939,4
1940,4
1941,3
1942,4
1943,2
1944,3
1945,4
1946,4
1947,4
1948,2
1949,3
1950,6
1951,5
1952,0
1953,2
1954,4
1955,4
1956,3
1957,4
1958,4
1959,6
1960,0
1961,4
1962,3
1963,4
1964,4
1965,3
1966,6
1967,3
1968,4
1969,4
1970,0
1971,6
1972,4
1973,4
1974,6
1975,2
1976,3
1977,2
1978,4
1979,3
1980,3
1981,2
1982,3
1983,0
1984,0
1985,4
1986,3
1987,2
1988,4
1989,6
1990,6
1991,3
1992,3
1993,3
1994,4
1995,3
1996,6
1997,3
1998,4
1999,4
2000,4
2001,0
2002,6
2003,4
2004,2
2005,6
2006,2
2007,2
2008,3
2009,4
2010,6
2011,3
2012,6
2013,4
2014,3
2015,0
2016,5
2017,3
2018,4
2019,3
2020,4
2021,2
2022,3
2023,0
2024,0
2025,5
2026,3
2027,3
2028,3
2029,5
2030,0
2031,4
2032,3
2033,4
2034,6
2035,4
2036,4
2037,4
2038,4
2039,2
2040,2
2041,3
2042,4
2043,4
2044,0
2045,4
2046,1
2047,0
2048,3
2049,4
2050,4
2051,4
2052,3
2053,4
2054,6
2055,1
2056,4
2057,6
2058,2
2059,4
2060,5
2061,6
2062,4
2063,3
2064,2
2065,5
2066,3
2067,0
2068,3
2069,4
2070,2
2071,3
2072,5
2073,3
2074,6
2075,3
2076,3
2077,4
2078,6
2079,5
2080,4
2081,4
2082,6
2083,3
2084,4
2085,4
2086,5
2087,0
2088,5
2089,3
2090,6
2091,5
2092,5
2093,3
2094,3
2095,6
2096,5
2097,3
2098,4
2099,4
2100,2
2101,4
2102,4
2103,6
2104,5
2105,0
2106,5
2107,4
2108,3
2109,0
2110,3
2111,6
2112,4
2113,2
2114,0
2115,4
2116,6
2117,4
2118,3
2119,3
2120,3
2121,4
2122,6
2123,3
2124,0
2125,4
2126,4
2127,4
2128,4
2129,5
2130,2
2131,6
2132,4
2133,4
2134,6
2135,0
2136,2
2137,4
2138,0
2139,4
2140,5
2141,2
2142,4
2143,3
2144,4
2145,3
2146,4
2147,4
2148,0
2149,3
2150,3
2151,6
2152,4
2153,4
2154,5
2155,5
2156,4
2157,2
2158,4
2159,4
2160,2
2161,4
2162,0
2163,2
2164,6
2165,6
2166,3
2167,5
2168,4
2169,0
2170,2
2171,3
2172,3
2173,3
2174,4
2175,4
2176,4
2177,6
2178,4
2179,4
2180,0
2181,3
2182,4
2183,4
2184,2
2185,4
2186,3
2187,6
2188,4
2189,2
2190,2
2191,3
2192,6
2193,4
2194,4
2195,3
2196,4
2197,4
2198,3
2199,4
2200,3
2201,3
2202,3
2203,2
2204,2
2205,4
2206,3
2207,4
2208,3
2209,6
2210,4
2211,6
2212,4
2213,6
2214,3
2215,3
2216,2
2217,0
2218,3
2219,2
2220,0
2221,2
2222,4
2223,1
2224,3
2225,3
2226,2
2227,3
2228,2
2229,4
2230,0
2231,4
2232,4
2233,6
2234,2
2235,4
2236,5
2237,6
2238,2
2239,0
2240,0
2241,4
2242,6
2243,5
2244,5
2245,4
2246,5
2247,4
2248,3
2249,5
2250,4
2251,3
2252,2
2253,6
2254,2
2255,4
2256,4
2257,4
2258,2
2259,2
2260,2
2261,5
2262,0
2263,3
2264,6
2265,0
2266,2
2267,4
2268,4
2269,3
2270,4
2271,3
2272,2
2273,3
2274,2
2275,3
2276,3
2277,4
2278,4
2279,0
2280,0
2281,5
2282,0
2283,3
2284,6
2285,2
2286,2
2287,0
2288,2
2289,4
2290,6
2291,3
2292,0
2293,6
2294,4
2295,5
2296,3
2297,2
2298,0
2299,3
2300,1
2301,4
2302,4
2303,5
2304,4
2305,4
2306,4
2307,6
2308,2
2309,4
2310,3
2311,2
2312,4
2313,3
2314,4
2315,3
2316,5
2317,2
2318,3
2319,2
2320,3
2321,3
2322,5
2323,5
2324,0
2325,4
2326,0
2327,5
2328,4
2329,0
2330,0
2331,0
2332,2
2333,4
2334,4
2335,2
2336,3
2337,4
2338,4
2339,6
2340,0
2341,4
2342,0
2343,0
2344,4
2345,4
2346,2
2347,3
2348,3
2349,4
2350,4
2351,0
2352,5
2353,4
2354,4
2355,4
2356,5
2357,4
2358,0
2359,4
2360,0
2361,4
2362,4
2363,0
2364,4
2365,3
2366,6
2367,2
2368,0
2369,2
2370,4
2371,4
2372,0
2373,5
2374,4
2375,4
2376,3
2377,3
2378,2
2379,0
2380,3
2381,6
2382,0
2383,2
2384,4
2385,6
2386,3
2387,4
2388,3
2389,6
2390,4
2391,2
2392,3
2393,4
2394,3
2395,4
2396,3
2397,3
2398,3
2399,0
2400,2
2401,3
2402,3
2403,3
2404,3
2405,4
2406,2
2407,4
2408,3
2409,6
2410,4
2411,4
2412,4
2413,5
2414,3
2415,4
2416,4
2417,6
2418,4
2419,2
2420,4
2421,3
2422,4
2423,3
2424,5
2425,4
2426,0
2427,4
2428,2
2429,2
2430,3
2431,4
2432,2
2433,0
2434,4
2435,4
2436,4
2437,4
2438,2
2439,3
2440,3
2441,4
2442,3
2443,6
2444,0
2445,4
2446,4
2447,4
2448,0
2449,4
2450,3
2451,4
2452,6
2453,4
2454,3
2455,3
2456,3
2457,4
2458,5
2459,4
2460,4
2461,6
2462,2
2463,3
2464,2
2465,3
2466,3
2467,0
2468,4
2469,4
2470,0
2471,4
2472,3
2473,4
2474,6
2475,4
2476,5
2477,0
2478,2
2479,4
2480,4
2481,4
2482,3
2483,5
2484,3
2485,4
2486,4
2487,3
2488,2
2489,4
2490,6
2491,3
2492,0
2493,2
2494,3
2495,6
2496,3
2497,4
2498,4
2499,4
2500,3
2501,4
2502,4
2503,5
2504,3
2505,0
2506,3
2507,4
2508,6
2509,6
2510,0
2511,5
2512,5
2513,3
2514,5
2515,6
2516,5
2517,4
2518,4
2519,0
2520,5
2521,4
2522,3
2523,4
2524,4
2525,4
2526,4
2527,6
2528,2
2529,5
2530,5
2531,6
2532,0
2533,3
2534,3
2535,4
2536,0
2537,3
2538,3
2539,0
2540,2
2541,3
2542,3
2543,6
2544,5
2545,4
2546,4
2547,2
2548,3
2549,5
2550,3
2551,3
2552,4
2553,3
2554,6
2555,3
2556,4
2557,4
2558,6
2559,4
2560,3
2561,0
2562,2
2563,4
2564,3
2565,2
2566,4
2567,5
2568,3
2569,6
2570,4
2571,4
2572,4
2573,6
2574,4
2575,0
2576,5
2577,4
2578,3
2579,4
2580,4
2581,5
2582,4
2583,4
2584,4
2585,5
2586,4
2587,0
2588,2
2589,2
2590,6
2591,5
2592,3
2593,3
2594,3
2595,3
2596,3
2597,5
2598,4
2599,4
2600,6
2601,4
2602,4
2603,2
2604,0
2605,3
2606,5
2607,6
2608,3
2609,3
2610,4
2611,6
2612,4
2613,4
2614,2
2615,3
2616,0
2617,5
2618,1
2619,2
2620,2
2621,3
2622,4
2623,6
2624,3
2625,3
2626,3
2627,5
2628,4
2629,5
2630,6
2631,2
2632,4
2633,2
2634,4
2635,2
2636,4
2637,0
2638,2
2639,5
2640,3
2641,0
2642,3
2643,4
2644,4
2645,4
2646,5
2647,4
2648,4
2649,3
2650,5
2651,6
2652,5
2653,4
2654,0
2655,3
2656,6
2657,3
2658,0
2659,4
2660,4
2661,0
2662,2
2663,2
2664,6
2665,4
2666,4
2667,4
2668,3
2669,4
2670,2
2671,3
2672,4
2673,4
2674,3
2675,2
2676,4
2677,0
2678,3
2679,4
2680,3
2681,4
2682,3
2683,2
2684,3
2685,2
2686,6
2687,4
2688,0
2689,0
2690,3
2691,0
2692,3
2693,4
2694,4
2695,4
2696,3
2697,4
2698,3
2699,2
2700,4
2701,6
2702,4
2703,3
2704,2
2705,5
2706,2
2707,3
2708,4
2709,4
2710,2
2711,3
2712,6
2713,4
2714,4
2715,5
2716,5
2717,4
2718,2
2719,6
2720,0
2721,2
2722,2
2723,3
2724,2
2725,3
2726,3
2727,6
2728,6
2729,3
2730,3
2731,0
2732,4
2733,6
2734,3
2735,4
2736,4
2737,3
2738,4
2739,2
2740,2
2741,3
2742,5
2743,3
2744,4
2745,4
2746,6
2747,0
2748,2
2749,3
2750,4
2751,2
2752,4
2753,6
2754,3
2755,4
2756,2
2757,1
2758,4
2759,0
2760,4
2761,2
2762,3
2763,5
2764,4
2765,0
2766,3
2767,0
2768,4
2769,3
2770,4
2771,0
2772,4
2773,4
2774,4
2775,2
2776,2
2777,2
2778,4
2779,3
2780,6
2781,2
2782,3
2783,6
2784,4
2785,2
2786,2
2787,3
2788,0
2789,4
2790,3
2791,4
2792,4
2793,4
2794,0
2795,3
2796,4
2797,4
2798,2
2799,3
2800,4
2801,4
2802,3
2803,3
2804,6
2805,0
2806,2
2807,4
2808,6
2809,4
2810,6
2811,4
2812,0
2813,2
2814,4
2815,4
2816,2
2817,4
2818,3
2819,4
2820,0
2821,2
2822,0
2823,2
2824,3
2825,2
2826,3
2827,4
2828,4
2829,2
2830,4
2831,2
2832,6
2833,3
2834,5
2835,5
2836,4
2837,4
2838,4
2839,3
2840,5
2841,3
2842,2
2843,1
2844,4
2845,3
2846,3
2847,4
2848,3
2849,5
2850,6
2851,4
2852,2
2853,5
2854,4
2855,6
2856,6
2857,6
2858,4
2859,4
2860,6
2861,4
2862,4
2863,0
2864,4
2865,4
2866,4
2867,2
2868,4
2869,4
2870,4
2871,4
2872,3
2873,4
2874,3
2875,3
2876,3
2877,3
2878,4
2879,0
2880,5
2881,0
2882,3
2883,3
2884,0
2885,5
2886,4
2887,6
2888,0
2889,2
2890,4
2891,0
2892,1
2893,3
2894,4
2895,2
2896,4
2897,2
2898,3
2899,4
2900,3
2901,4
2902,6
2903,4
2904,3
2905,2
2906,2
2907,5
2908,2
2909,4
2910,4
2911,4
2912,5
2913,4
2914,2
2915,3
2916,4
2917,0
2918,4
2919,6
2920,3
2921,4
2922,2
2923,3
2924,3
2925,0
2926,4
2927,4
2928,4
2929,3
2930,2
2931,3
2932,4
2933,3
2934,4
2935,2
2936,2
2937,4
2938,2
2939,4
2940,4
2941,0
2942,4
2943,4
2944,4
2945,3
2946,4
2947,3
2948,5
2949,4
2950,4
2951,2
2952,3
2953,3
2954,2
2955,3
2956,6
2957,3
2958,3
2959,4
2960,3
2961,3
2962,2
2963,2
2964,3
2965,3
2966,4
2967,4
2968,4
2969,4
2970,4
2971,4
2972,4
2973,4
2974,3
2975,4
2976,3
2977,6
2978,3
2979,4
2980,6
2981,4
2982,0
2983,4
2984,4
2985,4
2986,2
2987,0
2988,6
2989,3
2990,2
2991,3
2992,4
2993,4
2994,3
2995,2
2996,3
2997,6
